全国地方公共団体コード,町字id,街区id,住居id,住居2id,住居表示フラグ,住居表示方式コード,基礎番号・住居番号区分,代表点_経度,代表点_緯度,代表点_座標参照系,代表点_地図情報レベル,電子国土基本図(地図情報)「住居表示住所」_住所コード(可読),電子国土基本図（地名情報）「住居表示住所」_データ整備日
131016,0001001,006,001,,1,1,0,139.758121483,35.668760794,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/1,2017-08-04
131016,0001001,006,002,,1,1,0,139.758194719,35.668890008,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/2,2017-08-04
131016,0001001,006,003,,1,1,0,139.758272778,35.669020014,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/3,2017-08-04
131016,0001001,006,004,,1,1,0,139.758349872,35.669153167,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/4,2017-08-04
131016,0001001,006,005,,1,1,0,139.758427931,35.669284906,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/5,2017-08-04
131016,0001001,006,006,,1,1,0,139.758525258,35.669457453,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/6,2017-08-04
131016,0001001,006,007,,1,1,0,139.7586642,35.669508733,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/7,2017-08-04
131016,0001001,006,008,,1,1,0,139.758846692,35.669434811,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/6/8,2017-08-04
131016,0001001,007,001,,1,1,0,139.758950847,35.669588375,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/1,2017-08-04
131016,0001001,007,002,,1,1,0,139.758752592,35.669658614,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/2,2017-08-04
131016,0001001,007,003,,1,1,0,139.758701028,35.669749944,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/3,2017-08-04
131016,0001001,007,004,,1,1,0,139.758769119,35.669877056,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/4,2017-08-04
131016,0001001,007,005,,1,1,0,139.758835933,35.669995761,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/5,2017-08-04
131016,0001001,007,006,,1,1,0,139.758902736,35.670123922,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/6,2017-08-04
131016,0001001,007,007,,1,1,0,139.758970833,35.670243575,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/7,2017-08-04
131016,0001001,007,008,,1,1,0,139.759035072,35.670364383,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/8,2017-08-04
131016,0001001,007,009,,1,1,0,139.759101875,35.670492542,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/9,2017-08-04
131016,0001001,007,010,,1,1,0,139.759175114,35.670621756,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/10,2017-08-04
131016,0001001,007,011,,1,1,0,139.759245778,35.670752017,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/11,2017-08-04
131016,0001001,007,012,,1,1,0,139.759314772,35.670878289,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-1/7/12,2017-08-04
131016,0001001,007,013,,1,1,0,139.759377725,35.670995944,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/13,2017-08-04
131016,0001001,007,014,,1,1,0,139.759444536,35.67111675,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/14,2017-08-04
131016,0001001,007,015,,1,1,0,139.759515203,35.671243864,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/15,2017-08-04
131016,0001001,007,016,,1,1,0,139.759579192,35.671356897,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/16,2017-08-04
131016,0001001,007,017,,1,1,0,139.759647289,35.671480858,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/17,2017-08-04
131016,0001001,007,018,,1,1,0,139.759716669,35.671607967,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/18,2017-08-04
131016,0001001,007,019,,1,1,0,139.759787339,35.671732978,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/19,2017-08-04
131016,0001001,007,020,,1,1,0,139.759851583,35.671847483,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/20,2017-08-04
131016,0001001,007,021,,1,1,0,139.759920964,35.671977744,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/21,2017-08-04
131016,0001001,007,022,,1,1,0,139.759987778,35.672095508,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/22,2017-08-04
131016,0001001,007,023,,1,1,0,139.760095878,35.672103975,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/23,2017-08-04
131016,0001001,007,024,,1,1,0,139.760263114,35.672041067,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-1/7/24,2017-08-04
131016,0001002,001,001,,1,1,0,139.753066528,35.671728728,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/1,2017-08-04
131016,0001002,001,002,,1,1,0,139.753210403,35.671673689,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/2,2017-08-04
131016,0001002,001,003,,1,1,0,139.753357175,35.671615503,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/3,2017-08-04
131016,0001002,001,004,,1,1,0,139.753502981,35.671558106,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/4,2017-08-04
131016,0001002,001,005,,1,1,0,139.753645889,35.671503853,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/5,2017-08-04
131016,0001002,001,006,,1,1,0,139.753792372,35.671446456,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/6,2017-08-04
131016,0001002,001,007,,1,1,0,139.753952658,35.6713867,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/7,2017-08-04
131016,0001002,001,008,,1,1,0,139.754006786,35.671310339,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/8,2017-08-04
131016,0001002,001,009,,1,1,0,139.753935472,35.671196875,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/9,2017-08-04
131016,0001002,001,010,,1,1,0,139.753868017,35.671084517,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/10,2017-08-04
131016,0001002,001,011,,1,1,0,139.753797672,35.670965542,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/11,2017-08-04
131016,0001002,001,012,,1,1,0,139.753729258,35.670844992,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/12,2017-08-04
131016,0001002,001,013,,1,1,0,139.753660844,35.670728381,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/13,2017-08-04
131016,0001002,001,014,,1,1,0,139.753588572,35.670606883,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/14,2017-08-04
131016,0001002,001,015,,1,1,0,139.753521119,35.670491061,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/15,2017-08-04
131016,0001002,001,016,,1,1,0,139.753461378,35.670387056,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/16,2017-08-04
131016,0001002,001,017,,1,1,0,139.753371642,35.670359431,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/17,2017-08-04
131016,0001002,001,018,,1,1,0,139.753214256,35.670414458,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/18,2017-08-04
131016,0001002,001,019,,1,1,0,139.753067297,35.670467917,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/19,2017-08-04
131016,0001002,001,020,,1,1,0,139.752922469,35.670512714,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/20,2017-08-04
131016,0001002,001,021,,1,1,0,139.752767022,35.670558292,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/USW-2/1/21,2017-08-04
131016,0001002,001,022,,1,1,0,139.752616406,35.6706023,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/22,2017-08-04
131016,0001002,001,023,,1,1,0,139.752461925,35.670647089,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/23,2017-08-04
131016,0001002,001,024,,1,1,0,139.752329942,35.670684806,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/24,2017-08-04
131016,0001002,001,025,,1,1,0,139.752298994,35.670744644,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/25,2017-08-04
131016,0001002,001,026,,1,1,0,139.752372233,35.670863544,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/26,2017-08-04
131016,0001002,001,027,,1,1,0,139.752442572,35.670985672,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/27,2017-08-04
131016,0001002,001,028,,1,1,0,139.75251195,35.671103072,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/28,2017-08-04
131016,0001002,001,029,,1,1,0,139.752582289,35.6712252,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/29,2017-08-04
131016,0001002,001,030,,1,1,0,139.752651672,35.671338031,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/30,2017-08-04
131016,0001002,001,031,,1,1,0,139.752725875,35.671460161,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/31,2017-08-04
131016,0001002,001,032,,1,1,0,139.752794292,35.671575197,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/32,2017-08-04
131016,0001002,001,033,,1,1,0,139.752892194,35.671739953,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/USW-2/1/33,2017-08-04
131016,0002003,005,001,,1,1,0,139.745148269,35.671427325,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/5/1,2017-08-04
131016,0002003,005,002,,1,1,0,139.745227089,35.671507719,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/5/2,2017-08-04
131016,0002003,005,003,,1,1,0,139.745358039,35.671581656,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/KGS-3/5/3,2017-08-04
131016,0002003,006,001,,1,1,0,139.746102719,35.672009269,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/1,2017-08-04
131016,0002003,006,002,,1,1,0,139.745955119,35.671935128,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/2,2017-08-04
131016,0002003,006,003,,1,1,0,139.745815233,35.671866503,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/3,2017-08-04
131016,0002003,006,004,,1,1,0,139.745685961,35.6718034,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/4,2017-08-04
131016,0002003,006,005,,1,1,0,139.745548006,35.671737142,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/5,2017-08-04
131016,0002003,006,006,,1,1,0,139.745420658,35.6716764,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/6,2017-08-04
131016,0002003,006,007,,1,1,0,139.745277303,35.671605411,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/7,2017-08-04
131016,0002003,006,008,,1,1,0,139.745163467,35.671548622,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/8,2017-08-04
131016,0002003,006,009,,1,1,0,139.745113197,35.671620256,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/9,2017-08-04
131016,0002003,006,010,,1,1,0,139.7451227,35.671758094,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/10,2017-08-04
131016,0002003,006,011,,1,1,0,139.745232656,35.67182985,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/11,2017-08-04
131016,0002003,006,012,,1,1,0,139.745379342,35.671859097,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/12,2017-08-04
131016,0002003,006,013,,1,1,0,139.745541467,35.671890719,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/13,2017-08-04
131016,0002003,006,014,,1,1,0,139.745683319,35.671925478,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/14,2017-08-04
131016,0002003,006,015,,1,1,0,139.745839644,35.671964183,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/15,2017-08-04
131016,0002003,006,016,,1,1,0,139.745977625,35.672009178,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/16,2017-08-04
131016,0002003,006,017,,1,1,0,139.746123314,35.672065992,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/KGS-3/6/17,2017-08-04
131016,0004001,001,001,,1,1,0,139.748760536,35.696858244,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/1,2017-08-04
131016,0004001,001,002,,1,1,0,139.7486986,35.696992622,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/2,2017-08-04
131016,0004001,001,003,,1,1,0,139.748643542,35.6971172,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/3,2017-08-04
131016,0004001,001,004,,1,1,0,139.748590206,35.697234778,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/4,2017-08-04
131016,0004001,001,005,,1,1,0,139.748535147,35.697357956,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/5,2017-08-04
131016,0004001,001,006,,1,1,0,139.748481806,35.697481136,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/6,2017-08-04
131016,0004001,001,007,,1,1,0,139.748425028,35.697607394,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/7,2017-08-04
131016,0004001,001,008,,1,1,0,139.748371686,35.697730572,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/8,2017-08-04
131016,0004001,001,009,,1,1,0,139.748314911,35.69785375,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/9,2017-08-04
131016,0004001,001,010,,1,1,0,139.748256419,35.697976925,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/10,2017-08-04
131016,0004001,001,011,,1,1,0,139.748201361,35.698097303,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/11,2017-08-04
131016,0004001,001,012,,1,1,0,139.748148019,35.698220483,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/12,2017-08-04
131016,0004001,001,013,,1,1,0,139.748095025,35.698338342,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/13,2017-08-04
131016,0004001,001,014,,1,1,0,139.748034808,35.698468517,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/14,2017-08-04
131016,0004001,001,015,,1,1,0,139.747972878,35.698597292,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/15,2017-08-04
131016,0004001,001,016,,1,1,0,139.747919542,35.698713469,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/16,2017-08-04
131016,0004001,001,017,,1,1,0,139.747850781,35.698805833,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/1/17,2017-08-04
131016,0004001,002,001,,1,1,0,139.748668733,35.696735825,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/1,2017-08-04
131016,0004001,002,002,,1,1,0,139.748603633,35.696612564,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/2,2017-08-04
131016,0004001,002,003,,1,1,0,139.748526547,35.696464089,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/3,2017-08-04
131016,0004001,002,004,,1,1,0,139.748408183,35.696393994,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/4,2017-08-04
131016,0004001,002,005,,1,1,0,139.748222817,35.696378464,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/5,2017-08-04
131016,0004001,002,006,,1,1,0,139.748052894,35.696367142,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/6,2017-08-04
131016,0004001,002,007,,1,1,0,139.747896708,35.696354428,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/7,2017-08-04
131016,0004001,002,008,,1,1,0,139.747709625,35.696338894,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/8,2017-08-04
131016,0004001,002,009,,1,1,0,139.747536217,35.696380778,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/9,2017-08-04
131016,0004001,002,010,,1,1,0,139.747421103,35.696480108,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/10,2017-08-04
131016,0004001,002,011,,1,1,0,139.747311136,35.696585044,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/11,2017-08-04
131016,0004001,002,012,,1,1,0,139.747226903,35.6967012,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/12,2017-08-04
131016,0004001,002,013,,1,1,0,139.747163242,35.696842575,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/13,2017-08-04
131016,0004001,002,014,,1,1,0,139.747115042,35.696971358,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/14,2017-08-04
131016,0004001,002,015,,1,1,0,139.747057053,35.697105594,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/15,2017-08-04
131016,0004001,002,016,,1,1,0,139.746993408,35.697228767,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/16,2017-08-04
131016,0004001,002,017,,1,1,0,139.74691775,35.697351931,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/17,2017-08-04
131016,0004001,002,018,,1,1,0,139.746818067,35.697468072,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/18,2017-08-04
131016,0004001,002,019,,1,1,0,139.746716681,35.697574414,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/19,2017-08-04
131016,0004001,002,020,,1,1,0,139.746606703,35.69768495,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/20,2017-08-04
131016,0004001,002,021,,1,1,0,139.746505664,35.697784992,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/21,2017-08-04
131016,0004001,002,022,,1,1,0,139.746543317,35.697888633,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/22,2017-08-04
131016,0004001,002,023,,1,1,0,139.746675397,35.697972742,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/23,2017-08-04
131016,0004001,002,024,,1,1,0,139.746841786,35.698080675,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/24,2017-08-04
131016,0004001,002,025,,1,1,0,139.746901706,35.698229139,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/25,2017-08-04
131016,0004001,002,026,,1,1,0,139.746807167,35.698349486,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/26,2017-08-04
131016,0004001,002,027,,1,1,0,139.746717783,35.698463539,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/27,2017-08-04
131016,0004001,002,028,,1,1,0,139.746628408,35.698571289,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/28,2017-08-04
131016,0004001,002,029,,1,1,0,139.746695272,35.698648347,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/29,2017-08-04
131016,0004001,002,030,,1,1,0,139.746837669,35.698718461,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/30,2017-08-04
131016,0004001,002,031,,1,1,0,139.746974914,35.698792769,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/31,2017-08-04
131016,0004001,002,032,,1,1,0,139.747108714,35.698876875,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/32,2017-08-04
131016,0004001,002,033,,1,1,0,139.747221894,35.698983372,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/33,2017-08-04
131016,0004001,002,034,,1,1,0,139.747300736,35.699095164,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/34,2017-08-04
131016,0004001,002,035,,1,1,0,139.747372703,35.699215631,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/35,2017-08-04
131016,0004001,002,036,,1,1,0,139.74745855,35.699197489,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/36,2017-08-04
131016,0004001,002,037,,1,1,0,139.747565094,35.69908695,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/37,2017-08-04
131016,0004001,002,038,,1,1,0,139.747685369,35.698977819,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/38,2017-08-04
131016,0004001,002,039,,1,1,0,139.747797075,35.698856083,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/39,2017-08-04
131016,0004001,002,040,,1,1,0,139.747855575,35.698725906,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/40,2017-08-04
131016,0004001,002,041,,1,1,0,139.747911842,35.698597828,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/41,2017-08-04
131016,0004001,002,042,,1,1,0,139.747972067,35.698460653,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/42,2017-08-04
131016,0004001,002,043,,1,1,0,139.748032281,35.698331878,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/43,2017-08-04
131016,0004001,002,044,,1,1,0,139.748085631,35.698203097,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/44,2017-08-04
131016,0004001,002,045,,1,1,0,139.748145847,35.698071522,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/45,2017-08-04
131016,0004001,002,046,,1,1,0,139.748202625,35.697945544,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/46,2017-08-04
131016,0004001,002,047,,1,1,0,139.748264053,35.697806689,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/47,2017-08-04
131016,0004001,002,048,,1,1,0,139.748317386,35.697691911,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/48,2017-08-04
131016,0004001,002,049,,1,1,0,139.748374164,35.697565933,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/49,2017-08-04
131016,0004001,002,050,,1,1,0,139.748437817,35.697432958,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/50,2017-08-04
131016,0004001,002,051,,1,1,0,139.748496314,35.697302783,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/51,2017-08-04
131016,0004001,002,052,,1,1,0,139.748551378,35.697174706,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/52,2017-08-04
131016,0004001,002,053,,1,1,0,139.748611597,35.697040328,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/53,2017-08-04
131016,0004001,002,054,,1,1,0,139.748683847,35.696889158,EPSG:6668,25000,http://gi.gsi.go.jp/jusho/13101/FJM-1/2/54,2017-08-04
131016,0004001,003,001,,1,1,0,139.746901636,35.698139597,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/1,2017-08-04
131016,0004001,003,002,,1,1,0,139.746767033,35.698052075,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/2,2017-08-04
131016,0004001,003,003,,1,1,0,139.746633156,35.697968097,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/3,2017-08-04
131016,0004001,003,004,,1,1,0,139.746515922,35.697891222,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/4,2017-08-04
131016,0004001,003,005,,1,1,0,139.746418853,35.697922458,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/5,2017-08-04
131016,0004001,003,006,,1,1,0,139.74632315,35.698026356,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/6,2017-08-04
131016,0004001,003,007,,1,1,0,139.746226289,35.698132022,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/7,2017-08-04
131016,0004001,003,008,,1,1,0,139.746134939,35.698230014,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/8,2017-08-04
131016,0004001,003,009,,1,1,0,139.746170331,35.698314983,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/9,2017-08-04
131016,0004001,003,010,,1,1,0,139.746312181,35.69839365,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/10,2017-08-04
131016,0004001,003,011,,1,1,0,139.746440281,35.698466989,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/11,2017-08-04
131016,0004001,003,012,,1,1,0,139.746564761,35.698536842,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/12,2017-08-04
131016,0004001,003,013,,1,1,0,139.746656775,35.698497331,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/13,2017-08-04
131016,0004001,003,014,,1,1,0,139.74674125,35.698392597,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/14,2017-08-04
131016,0004001,003,015,,1,1,0,139.746836967,35.698275708,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/3/15,2017-08-04
131016,0004001,004,001,,1,1,0,139.746475889,35.698587108,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/4/1,2017-08-04
131016,0004001,004,002,,1,1,0,139.746351408,35.698517317,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/4/2,2017-08-04
131016,0004001,004,003,,1,1,0,139.746216794,35.6984422,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/4/3,2017-08-04
131016,0004001,004,004,,1,1,0,139.746090142,35.698370042,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/4/4,2017-08-04
131016,0004001,004,005,,1,1,0,139.745982211,35.698398908,EPSG:6668,2500,http://gi.gsi.go.jp/jusho/13101/FJM-1/4/5,2017-08-04
